,tweet
5623,اول 45 دقيقه ف ماتش الزمالك تليق بسهرة خميس 😉🔥
5624,"ياخي حرفياً تزعلك الدنيا ويصالحك الأهلي ❤️🦅🤾

#ملوك_الصالات 😉"
5625,"😂😂😂😂😂😂😂😂😂😂😂😂
الحكم"
5626,"#الاهلي
هيثم عسيري وعبدالباسط والموشر 
انتم نجووم عالميين 
والله كنا نمزح معكم😂😂"
5627,"ايه رأيك يا @ZSCOfficial تقدم طلب شراء لـ زياد طارق، محمد شريف، حسام حسن ومحمد أشرف باك شمال الأهلي بـ 2 مليون دولار و5% غرامة تأخير 😉
#الزمالك
#فكربراالصندوق"
5628,#الحكم_الأجنبي يجب أن تحذر كل الأندية من #التحكيم المحلي وترفض تواجد الحكم المحلي حتى في #الفار وتطلب طاقم كامل اجنبي بما فيها الفار مبارة ابها لا تحتاج الى تعليق ولا توضيح 😂😂😂😂
5629,"#النصر_ابها

شكرا للجميل البطل الحكم الاجنبي  اللي حسب لنا بلنتي  وطرد لاعب ابها 

وسمعني صياحك ي طاقيه انت وذنابك 😂

( النصر عشق ) ✋🏼"
5630,"مرتضى منصور بيتبع نظرية كرة الجرز مع الاهلي 
وبصراحة عاجبني اوي انشغالهم بالرد عليه
وياريت يفضلو كدة كتير 
شابو مرتضى👌👍😉"
5631,"وولفرهامبتون منتخب البرتغال
ليدز منتخب امريكا 
  هل تعرف ماهو السبب؟
السبب هو المدرب عزيزي القارئ 😉

#الدوري_الانجليزي
#PL"
5632,"النادى الأهلى 
اقوى هجوم 
اقوى دفاع
المركز الاول 
اتنين رباط صليبى
ولا عزاء للزريبة 😉😉"
5633,"استطلاع رأي
من فترة مووود الكورة عندي عالي كثير وأفكر أشترك مع فريق ويحقق هواياتي مع التصميم😉😏🏃⛹️
اقترحوا علي ألعب بأي فريق كبداية احتراف😂"
5634,سالمين يعوض عن الخطأ الذي ارتكبه 😉🫵
5635,خوينا راح جاب الحارس المعطوب من ثلاث سنوات على خاطره صيده نفس غروهي 😂
5636,يسوقها الحكم😂😂😂
5637,ما فلح ظهير ايسر ولا قلب دفاع تحسب المدرب استبعده ؟ لا لعبه ظهير ايمن وعنده بوشل 😂
5638,"عاااااااجل

الكاف أعلن عن التشكيل الأفضل في العقد الأخير في قارة أفريقيا بتواجد 7 لاعبين من النادي الاهلي

أجدع سلاااااااام وتحية لكل اهلاوى واهلاوية الجمهوووووور اللى بجد وحقيقى الأكبر شعبية مش بالكلام ياعنيا 😉👌🔥💪♥️🦅"
5639,"سبحان الله..

دارت الدنيا على #الاهلي

الموسم القادم اذا صعد..

بيكون فوزه على فرق الوسط يطلق علي (مفاجأة) من الصاعد الجديد للاضواء..

😂😂"
5640,"الله يكون في عون جمهور #الزمالك
بجد الموضوع #بلوزداد عن حده اوي 🥵😂"
5641,ي ساااااتر من الحكم 😂😂😂😂
5642,والله جمهور الزمالك دا بيصعب عليا اوي😂
5643,"#النصر_أبها (٣-١)
#الإتحاد #الهلال_الفتح 
🚨🚨🚨🚨

ضغط بيتروس على الحكم دائما ماتكون نتيجته إيجابيه لمصلحة النموذجي 😂 
تحركات هذا اللاعب تدرس…لذلك هو يستمتع باللعب أمام الطواقي🧢"
5644,"يا عمي 
بلا مهاترات وعنتريات وبطولات 
كرتونية … والله لو يمنعون عنا 
العلاج نروح فيها 
واذا يمنعون عنا السيارات
نرجع نركب حمير
واذا يمنعون عنا الطائرات
بعد ماكو عمره وحج نرجع
كفار
واذا يمنعوا عنا الدوري 
الاوروبي نرجع نلعب مگصي 
خلونا نتكلم على قد حجمنا
وبلاش فضايح 
😎🚬😂😳🤣😉"
5645,ان شاء الله الزمالك يكسب المريخ ويصعد تالت مرتاح 😂😂😂😂😂
5646,"الأهلى فاز على الزمالك فى نهائى أفريقيا 2\1 بال VAR
الأهلى فاز على الزمالك فى السوبر 2\0 بال VAR

عشان مفيش البنا وعاشور والشناوى على ال VAR  😉"
5647,"كولر 
حضور جمهور الاهلي بيقل ماتش عن التاني وده حاجه مش كويسه واحنا شايفين جمهور المنافسين عامل ازاي بيحضر بكثافه 😉

ويجى واحد راسه مربعه يقلك الشعبيه 
اهو مدربهم ناقص يبوس ايديهم علشان يحضروا زيينا 😂😂"
5648,انتظرو نكبة الحارس الممحون😂
5649,"انا مبسوط ان نص حظ الكوره انا واخدو بتشجيع الاهلي ♥️ نص تاني الريال
يبختو الي بيشجع الاهلي والريال مع بعض 🤷🏻‍♂️😂"
5650,"رجع الأسد اللهم لا حسد😂♥️♥️♥️♥️♥️✨

لا جديد يُذكر ولا قديم يُعاد .. الأهلي يتوج بالسوبر المصري للمرة الـ 12 في تاريخه علي حساب الزمالك 😉👌♥🦅"
5651,"جايك ريال مدريد ياهلالي لا تفرح كثير😉

#الاهلي_ريال_مدريد"
5652,"عارف لما الجمهور يبقي مش عايز يكرر تجربة بيتسو و مقلق من مجلس الخطيب و لجنة الكورة ف يقوم يحمي و يقوي مركز العبيط اللي اسمه كولر 😂😂
بالمناسبة الفريق محتاج احلال و تجديد و يمشي الاشاويس و المعلمين بتوع اوضة اللبس اللي في الفرقة زي الشناوي و ربيعة و السولية و افشة بس كولر قبلهم"
5653,الله يسامحك يا #فارس_عوض  خليتنا ندمن على كلمة ياسلام قبل شوي طلبت طلبات وعلشان اتاكد ان طلباتي صحيحه وكامله خليت الموظف يعيد لي الطلبات وكل بين طلب وطلب اقوله ياسلام هو ضحك وقال شكلك من عشاق نابولي قلت لاوالله بس ابوعوض يخليك تحب الكوره وتحب فريق ماتشجعه😂🙈@farisf9
5654,"إيه رأيكم بما إن الدولة عاوزة تبسط الشعب عن طريق الأهلى
إحنا بقى نسيب الكلام في الكرة خالص
ونركز على الأوضاع السياسية والاقتصادية للبلد يمكن يخافوا مننا ويحاولوا يلهونا بالزمالك تانى 😉
#الزمالك"
5655,يارب الزمالك يصعد ويقابل صنداونز 😂😂😂😂😂
5656,#الزمالك يقدم واحدة من أفضل مبارياته في الدوري ويحول تعادله مع انبي إلى خسارة بهدفين فقط 😂😂😂 #الاهلي_فوق_الجميع #الاهلي_صن_داونز #الاهلي_صنداونز #أنا_أهلاوي_أدعم_الخطيب
5657,"اكثر اسلوب نقاش احتقره هو الي يحاول يوصل فكره ملوثه بس قبلها يحاول يرقع كلامه
زي يجيك واحد يقولك والله بيب مدرب كبير واسطوره بس فشل فالابطال مع السيتي ها ها يعني افهمها 😅😅 وايه ترا الدوري صارف مليارات طبيعي يجيبه 😉😉 ترا اقصد مدرب فاشل بس ماني شجاع كفايه اقولها 😄😂
جبناء"
5658,الأهلى معقد محترفين الزمالك سواء مغاربة أو أفارقة أو توانسة. مرة النقاز يتقمص من الشمسية ومرة الوردانى من الاسيست 😉😉😉 بلاش كده يا جماعة بوظتولهم الميركاتو #الأهلى_ع_القمة
5659,الحكم هو اللي مفوت مش لاعيبة صن داونز والله 😂
5660,الاهلي فرقه وجمهور واداره بيب بيب بيض بكره اي حاجه جهلي 😂
5661,"إلى الأهلى نادينا الحبيب اووى 
الاسبوع كله ضغط والحكاية جايبه معانا آخرها من فضلك نفسنا نفرح بكره وعشمانين فيك
تفرحونا باذن الله 😔😂"
5662,"جدول الدوري واضح
الإتحاد والهلال يلعبون في الشرقية
والمدلل يلعب الجولة ١١ في الشرقية
مع العلم ان الشرقية عندهم خمس فرق
رهيب اللي حط الجدول يخاف الله كثثير 😉😉💔👏🏼

 #الخليج_الهلال"
5663,يا ترى الاهلى هيكسب بالفار ولا الاخراج 😉
5664,"مساء الخير

صلو علي النبي ❤️🌺

#بداية 

@089g_

772

@089v_ 

050

الاهلي فوق الجميع 🦅❤️😉"
5665,"جوز أختي بيقولي انتي هتشوفي الماتش ليه حتي لو كسبنا ممكن منصعدش وهنزعل باردو .قولت انا بتفرج ع الاهلي بغض النظر عن اي حاجه تانيه 🦅❤️
سألته يعني انت مش هتشوف الماتش 
قالي لا طبعا هشوفو 😂
أنه الاهلي 🦅❤️"
5666,فرصتنا ناخذ الثاني من الاتحاد والشباب اما الفقر بيعطوه الدوري واحنا مانشوف الدرب 😂 #الهلال_الاتفاق
5667,"اذا حسم البطولات في التصويت ليش مايصوتون ان النصر حقق دوري الابطال وخلاص يعتمدونها ! ويصوتون ان الهلال لم يحقق دوري الابطال ويلغونها وهكذا ! 
وش هالمهزله وش هالكلام الفاضي ! معقوله بتصير قسم بالله فضيحه ! 
حتى هاترك الدوري يصوتون لصالح النصر وياخذونها ماعندنا مشكله 😂"
5668,"مبروك الصعود يا ولاد المحظوظه😂😂
أقسم بالله الهلال والنجمه دا هيتنفخ ف مصر خمسه 🖐️ 😅😅
دا زي الزمالك بالظبط إبني ف إيدي لاازم أرجع أدور عليه😂😂
دا ميمنعشي طبعاََ إن الحظ ميعرفشي اليمين الحظ كله شماااااااااال 🤐😅"
5669,يبي الدوري ولاعبين الاتحاد ومعهم نانو كلهم في منطقة ال18 😂
5670,"آهـ ما أرق الرياض تالي الليل
😂✌️   #الأهلي_الرياض"
5671,الزمالك لو صعد من مجموعته ممكن يلعب مع صن داونز 😂
5672,"على إدارة #برشلونة حتى تأخذها حقها من الملعب العمل من خارج الملعب ..

يعني مثلًا كل بداية موسم يعترضون على دوري الأبطال و يصرون على السوبرليغ و يطلعون كم واحد مهرج برنامج تافهه و يتكلم عن الفيفا و حكام الفيفا و الدوري و هنا الحكام يفتحون عيونهم و قلبهم عدل بالملعب 🤓😉"
5673,"مت 😂😂😂😂
اختي اقسم بالله مالها في الكورة ولاتدري عنها كذا فجأه تقول الله ماثقل دم النصر اقولها ليش 
تقول ببجي كلهم يكرهونه 
حتى بلعبة البزارين مكروه ذا النادي 😭😭😭😭😂😂😂
تصبحون على خير 🙋‍♀️"
5674,"اقالة فيريرا و الجهاز الفني لفريق الزمالك و تعيين اسامه نبيه مدير فني مع استمرار امير مرتضي مع الجهاز الجديد اهم حاجه امير يكون موجود 😉😉
#الاهلي 
#الاهلي_الزمالك"
5675,أختفت خطابات رموز الجماعات الدينية التي كنا نسمعها قبل أن يتمكنوا من الحكم عن الجوع والفقر وفي توزيع الوعود بتحسين الأوضاع المعيشة والنهضة الاقتصادية ومحاربة الحكم العائلي آن ذاك ، حتى أصبح بعهدهم الجوع وطنية والفقر صمود والحكم العائلي إيمان😉
5676,الاهلي اكبر نادي في افريقيا واكبر نادي في مصر واكبر نادي في الشرق الأوسط ونادي القرن الافريقي وتاني الاكثر تتويجا للبطولات القاريه علي العالم بعد ريال مدريد الاهلي ينافس ريال مدريد الميلان بايرن ميونخ مانشيستر يونايتد ليفربول مين المحلة علشان دوري جاي معها😉
5677,"بسبب سووووء نتائج الزمالك في آخر مبارياته في الدوري وعدم أحتوائه بضربة جزاء..فهناك أستيييياء من الريس حنفي وإتحاد الملوخية بقيادة الزملكاوي زوما وعلام تجاه كلاتنبرج😉 وطبعاً عايزين يمشوه بحجة عدم تطويره لمنظومة التحكيم.. وطبعاً بديله جاهز بتاع روح البروتوكول😉
مفضوحين أوي😏😏"
5678,الحكم رحمهم مساكين 😂
5679,"حقنا نفرح و حقنا ننبسط و حقنا نزرزر لكل الفرق يلي زعبروا علينا،
ضربة جزاء مع النجمة،
و هلق ضربة جزاء مع الانصار،
و ربحنا عليكم يا الجماهير الحضارية😂😂😂

#الدوري_اللبناني
#نحو_العاشرة
#العهد 🎉🎉🎉🎉🎉🎉🎉"
5680,"امازالو يصيحون 😂
وش عذرهم هل الحكم من النخبه ام لا 😉

ولاتبون حكام من نوعية الطريس والجريس🤫

هاذا حجمك ياصغير بدون حكم محلي اللبخ
#الاتحاد_النصر"
5681,موسم اختفاء جماهير الزمالك من الشوارع و دخولهم جحورهم من تانى 😂😂
5682,عوزين نامن علي المدرب الجديد بدل ما ميرضوش يدخلوه المطار ويجبروه علي انهاء العقد اصلهم مش عوزين الاهلي يتعاقد مع اي حد 😉
5683,"ياليله حمراء ♥️♥️🦅🦅🔥🔥

الاهلي اكل حلاوه طحينية و عسل اسود قبل المباره  و العملية عال العال 🤭😂😂🔥🔥🔥

بلا فسيخ بلا رنجة النادي الاهلي دايما ع القمه 😉♥️🔥🦅🤴

#الاهلي_اسوان"
5684,"لك ان تتخيل ان فيه نادي اتعمل و بيتمول مخصوص عشان يحارب الأهلي بكل الأساليب صفقات يدخل فيها ويعلي في سعرها كيدا في النادي الأهلي ليس إلا 
هي الفكرة ان الفلوس ممكن تعملكم كل حاجه إلا انها ممكن تشتريلك جمهور و محبين بحجم جمهور الأهلي 😉😁"
5685,الحكم فزع لهم والغاه 😂😂😂
5686,الزمالك مغلوب 2/0 ،😂😂😂
5687,"بعد ما نقول مبروك للمغرب لازم نقول حاجة تانية مهمة جداً🧐......
المغرب فعلاً متقدمة كتير عننا بأشكال مختلفة ، الكورة مجرد انعكاس😉."
5688,الى خاف وركبه خبطت بعد استقالت شركه الكوره بقياده ياسين منصور الملياردير اخب اقولكم الاهلى فى موسم ٢٠١٨ عمل اقوى موسم انتقالات فى التاريخ بمبلغ تخطى الربع مليار جنيه متخيل الاهلى عمل ايه واحب اقولكم الصفقات ماشيه فى طريقها للخلاص وكلها صفقات حتعجبنا وحتفرحنا الاهلى بيشتغل صح😉🤝
5689,"صار 3 ايام تقريباً محظور على الفيس بسبب القناة الرابعة هواي أحداث صارت أولا تأهل الأرجنتين للنهائي بعد ما كان حمدون يقول كرواتيا وموطريش راح يطلعون الأرجنتين 😉
ثانيا ادارة النادي الي للمرة الالف العام راح الدوري من ورء مشاكلها والملعب ما صار 
والسنه راح يعيدون هواي سوالف قديمة"
5690,#الاهلي_القطن جماهير صنداونز تتمنى فوز الهلال على صنداونز لأنها حرفيا اتفشخت ببكاء و صياح الجهلي و إعلامه بموامرة التفويت المزعومة 😂😂😂😂😂
5691,ابشركم فتح عيونه الحكم وعطى الشويش اصفر 😂 من زمان ياحكم المفترض مطرود من بدري  #الاتحاد_الفيحاء
5692,"أحتمال كبير قطر تعمل بطوله تانية بين ثالث الدوري المصري وثالث الدوري السعودي بأسم كأس (جبر الخواطر )😉😌
#حنفي"
5693,مليون مبروك خسارة الزمالك ولو هتكلمنى عن الخمسة هقولك كنا حابين نفكرك بمركزك بس 😂😎
5694,"#الصديق
السلام عليكم

الشخص الذي تجد في حضوره #الطمأنينة
يحبك لا لشيء
يحتويك في كل #الظروف
رأيه فيك لايختلف في حضورك أو غيابك
لا تستعجل الحكم وحاول التمييز بين #الصاحب والصديق فلكل منهم مقام

يستاهل منشن هذا المحظوظ😉

لا حول و لا قوة إلا بالله العلي العظيم 
أسعدكم الله
@bosadda7"
5695,"محمد مران اقسم بالله نكبه بكل المقاييس .. يتداخل مع كل هجمه لاجل يخربها .. ورونالدو يعني شوفوني زعلت على الحكم ليش يصفر والهجمه عندي 😂 على اساس بتسجلها يا أسطورة 😂 بتضيع منك مثل غيرها وغيرها وانت تضيع اسهل الفرص 
#النصر_ابها"
5696,اس اس السلام عليكوا النادي الأهلي راجل عليكوا 😉
5697,"#الاتحاد_الشباب
تبديل المدرب بخروج البكايه 

راح يكون سبب بتغيير المدرب 😉"
5698,إيديرسون حاول يتطرد مظبطتش بعدها بدقيقة بيدي الكورة للايبزيج عشان يسجلوا بس ضيعوها 😂😂
5699,"نعلم مدى اشتياقكم لعودة مباريات الدوري المصري الممتاز 🤗

انتظرونا 😉

#رابطة_الأندية_المحترفة"
5700,"اكبر مؤسسة ناجحه في أفريقيا
المؤسسه الوحيده التي تحقق ارباح واستقرار دون فساد في مصر واقوى من مؤسسه الجيش نفسه خاصة انها مؤسسه قائمه على ذاتها ☝️☝️
لسه في حد مش فاهم المقصود من الح_رب ع الاهلي والخطيب 😉😉
دولة الفساد بحكامها 
#الخطيب_خط_احمر"
5701,بعض اللاعيبه لما بتحصلها اصابه بيخافوا ينزلوا الملعب أو بيبقوا مش مركزين وممكن يطلعوا،  لكن حضرتك لاعيبة الاهلي بتنزل الملعب ب الاصابه وبتجيب هاتريك عادي خالص😂😂♥️
5702,"ربما يستطيع الجميع ارتداء القفازات،
لكن الأهلي فقط القادر على تسديد أقوي اللكمات 🥊😉"
5703,علمتو مدربكم الصياح بالوقت 🤣😂🤣🤣😂😂 ما كفاه يسجل طلبات رمضان قام يصيح ع الحكم 🤣🤣🤣🤣🤣🤣🤣 #النصر_ابها
5704,الجزيري خد الكورة من جوز مدافعين وراح انفراد مع الحارس وضيعها😂😂😂😂😂😂
5705,"ادارة الزمالك

بتقولك اجلوا مصير فيريرا لبعد فاركو🙂
على امل يلعب ماتشين والاهلي مسافر ويتصدر الدوري بمؤجلات الاهلي
ويقولم نمشيه ازاي وهو متصدر😉😉😂
اه يا لئييييييم😁
علشان مرضيش يمشي ببلاش
فعاوزينه يقعد بس بسبب علشان الجمهور😉😂"
5706,اكتب تغريدة عن اتحاد الكوره و خروج منتخبنا.. و عقب استهدي بالله و امسحها 😉
5707,الحكم جالس يتفرج ع تدخلاتهم بدون كروت 😂😂
5708,"المدريدي الان بعد الخسارة من برشلونة يقول الاهتمام و التركيز دوري ابطال اوروبا
خلينا الدوري للبرشلوني ههههههههه
مسكين😂💙❤️"
5709,"كاسميرو تدخل على الكوره اولا ثم الكوره فاول وكرت احمر.
والكر بيترز كرتين يتدخل على الكوره ورجل برونو والحين غرناتشو والوضع طبيعي 😂"
5710,"الخليجيين مستغربين من كرم العراقيين .
مايعرفون صارلنا ٢٠ سنة معيشين أمريكا وإيران من نفط العراق .
من غير الي لزمو الحكم وكاعد يفرهدون بالمليارات 😉"
5711,"صباااااح الخير ع جماهير الاهلي العظييييمه😉🦅
وحد يطمنااااا قطر جماهير زريبه وصلوا ولا لسه🥹🤭"
5712,المربرب المغربي جاته فرصه سهله الدقيقة 20 و ضيعها بـ استهتار و كذلك فرصه في الشوط الثاني ، بس هذا المهاجم المربرب له شبيحه يشوفون افضل لاعب في الاتحاد وأفضل مهاجم في الدوري😂😂.
5713,ايه الحكم ده 😂😂
5714,مستنين حسابات كتير اوي بقي باسم عبد العزيز يعقوبو لاعب الاهلي الجديد زي سافيو كده 😉😂
5715,الناس اللى بتتكلم على مدربين الاهلى  والتفويت  طيب اخبار مدربين الزمالك معاكم ايه زى بسيونى بسيونى 😂 وخالد جلال وطارق يحيى بستثناء كابتن حلمى طولان اللى دايما معلم عليكم وبالنسبه لمدربين الاهلى كتير منهم ضيعوا نقاط علينا زى كابتن مختار حسام حسن على ماهراحمدسامى يعنى اتلهوا 😂😉
5716,جماعه هقول كلمه ومحدش يضحك الزمالك 😂😂
5717,الانون اللي سألني الأهلي ولا ليفربول جدع وسالك 😂
5718,"صلاح محسن 
محمد هاني 
حسام حسن 
لويس ميكيسوني 
محمود وحيد 
ايمن اشرف 
اتمني يكون دا اخر موسم لهم ف الاهلي ونبدء موسم جديد لو كنا ناويين نرجع تاني للمنافسه علي الالقاب ومش نعيب نغير مدرب بعد شهرين تلاته بدل ما نكابر ف الغلط 😉😉"
5719,كيف بنجيب الدوري ومدافعنا العمري😅😂
5720,رهان يا زمالك ان الاهلي لو باع ماتش ودي بينه وبين سكر الحوامديه لأون تايم هيجيب اعلانات بينما ماتشك الرسمي الافريقي مجابش حاجه 😉
5721,الاتحاد يفوز على الاهلى فى لقاء ذهاب نهائى دورى المرتبط ل السله 😉
5722,قالك مش هنعلن العقوبة علشان صندونز راح الاهلي شال 5😂😂😂🤪🤪🤪🤪
5723,"ماما بتجيب لكل زول nickname بيفطسني من الضحك خلاص مثلا مسمية إمبابي ""اللاعب بمبان داك"" 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😉😂😂😂😂"
5724,"ديبموووز هاترك اسيست و هدف… هذا اللاعب بتاريخ فينيسوس و بنزيما…

4-0😉🙄"
5725,"مرتضي: أشكر وزير النقل علي السماح بحجز  قطار لجمهور الزمالك. تم حجز قطار ألماني مميز بالكامل من أجل الذهاب إلي اسوان لمساندة الفريق..!!!

بعيدا ان فريق اسوان ده مصري. 

هو مرتضى بيشكر الوزير على القطر وله على انه ألمانى 😉"
5726,هدف احمد سيد غريب التالت هو الهدف رقم 73 للاعبي الاهلي في مرمي محمد عبد المنصف حارس مرمي الاتحاد خلال 22 سنه لعب فيهم قدام الاهلي مع مزراع دينا والزمالك وانبي ووادي دجله واخيرا الاتحاد السكندري ويواصل تحطيم رقمه القياسي كاكثر حارس ابقي اهداف في التاريخ امام الاهلي 😉
5727,قاعدة جمب بابا وهو بيسمع الماتش وبيقول الأهلي حطنا ف موقف زبالة ومستنين الفريق ده يخسر عشان منخرجش عمل زي ريهام الساقطة لما كانت مستنية العيال بتوع المرحلة الأولي ميخلصوش الرغبات ،اتهزقت اه بس للأسف ضحكت😂
5728,"انبى بيوجعنى من اى 😂
والله ياخي انت الوحيد اللي بضحكنا😂😂🏹🏹#الزمالك_انبي"
5729,"#انقذوا_الاهلي_مثل_الاتحاد 

يعني بينقذونه من قرار الفيفا 😂😂"
5730,"#مقارنه_بسيطه بين بطولات الأهلي وبطولات الزمالك 
الدوري 
الأهلي 42❌الزمالك 12
افريقيا 
الاهلي10❌الزمالك 5
كاس مصر
الأهلي 37❌الزمالك 26
السوبر المصري 
الأهلي 11❌الزمالك 4
السوبر الافريقي
الأهلي 7❌الزمالك 4 
فين المنافسه👌😉
#رابطه_الانديه_ضد_الأهلي"
5731,"لا جديد ذكر ولا قديم يعاد الهلال هوا البطل 
و من بطولة ل بطولة الهلال مين يطولة 

نرجع نقول شكرا يا معيوف يا راعي المعروف 😉

مبروووووووووك يا زعماااااء 💙🏆

 #الهلال_الزمالك"
5732,"اوعوا تنسوا ان من ضمن مبادئنا الي بنتغني بيها في المدرجات ( عمري عشان الاهلي يهون )، بمعني ان الاهلي بالنسبالنا زي الوطن بالنسبة للجندي كدا.. اجنا فداه.
خافوا ثورة الاهلاوية 😉
#الاهلي_مش_للبيع"
5733,ملحوظه معرفش في حد واخد بالله منها ولا لأ كل مايكون الاهلي عنده ماتش صعب اول ننوس عين امه بيمر بوقت صعب اتفاجأ ان شوخير مستضيف المدير الفني للفريق اللي الجهلي هيلاعبه قبل الماتش بيوم او اتنين اخرهم احمد سامي عبقرينو 😉حد عنده تفسير ؟!
5734,يسوقها الحكم😂
5735,"أظن كده الموضوع باين قوي 😂😂😂
واضح من شكل اللعب انهم متفقين ،، بس انا مستني اعرف الهلال هيجيب جول امتى 
مع الأسف .. الأهلي يستاهل 😥😡"
5736,ريال مدريد يخليه جدع معانا ويدينا لوكا مودريتش وتوني كروز وياخد كل لاعيبة الاهلى 🤣🤭😂 وناخد الواد كمافينجا
5737,"🚨— فرنسا كانت سترفع علم الشواذ إذا حققت البطولة. 

❤‍🔥— أتى الرد بارتداء ميسي للبشت الخاص بالرجال ورفع كأس البطولة ... وكذلك رد عليهم الحارس الأسطوووري إيمليانو مارتينيز بتلك الحركة المستفزه جداً بعد الفوز بلقب كأس العالم فيفا قطر 2022 😉 

💙💙💙💙🤍🇦🇷🇦🇷🇦🇷🇦🇷"
5738,"#النصر_ابها
         8        1 
- الغريب التحكيم اجنبي ضد ابها ههههههههههههههههههههههههههههههههه عشان ماتقولون يفوز بالمحلي 😂
- النصر يواجة اصعب الفرق ف الدوري 😂"
5739,"ميدو : خسارة الزمالك لكأس السوبر مكاسب ليهم .. وخدوها مني الزمالك هيمشي كويس في الدوري بسبب الخسارة دي
......
من غير ماتقول احنا عارفين
الزمالك سيجد من يحنو عليه 😂😉"
5740,انا اكتشفت ان جمهور الزمالك بصورم😂
5741,الكورة للجماهير اجعلو مباراة الأهلي والهلال انشوده الاهلي يدوس فيها علي رقبه الهلال وكفيله لا للفتنه بس دي فرقه زباله تستاهل 😉
5742,وضحها الحكم مرررره 😂 اليوفي محتاج نقاط بس موب على حسنا ورانا ابطال 😂
5743,"ياريت ندعم الهاشتاج ده علشان نوريهم قوة جمهور الاهلى .
#انا_اهلاوي_خطي_اتصالات 😉
@EtisalatEgypt
#الاهلاويه_يقاطعون_اورانج"
5744,بجد لبه لازم نتع-ولق واحنا كسبانين ٢-٠ نديهم جون هايف ليه بجد😂😂😂😂😂
5745,الزمالك تالت سنة علي التوالي يبقي حصالة مجموعته و يخرج من دور المجموعات لا و بييجوا يقارنوا نفسهم بينا الهلافيت و عاملين انهم قطب تاني 😂😂😂
5746,"التايم الهلالي اليوم :
جيب البليهي وسيع يا فلامنجو 😁😉

بدت المباراه يارب توفيقك 🙏🏻💙

هذي بلنتي ؟؟؟؟ ارحمني يا حكم 

تكفون يعيال شدوا حيلكم

خلاص ارحمونا مانبي الثالث 💔

يا دين ام القروشه باقي في شوط ثاني ؟!
تكفى يا حكم صفر 

12: تركت ثأري عند الاهلي 💔

#istaoff"
5747,كان فيه ناس بتطالب بالهدوء والصمت لحد حسم الدورى انتوا فينكم دلوقتى 😉
5748,ألف مبروك لعشرات الملايين من جمهور الزمالك في العالم العربي درع الدوري الثاني على التوالي ويارب تهون وتلطف بجمهور الأهلي بهذه اللحظات انهم يحترقون😉
5749,النادي الاهلي جامد عليكوا 😉😘
5750,"اتحاد الكوره شطار @EFA 
لما عرفوا ان الزمالك كده كده مش هيجيب
لاعيبه جديد 
خدو حبوب الشجاعة وقالك محدش هيقيد 
لاعيب غير لما تدفع اللى عليك 
كان فين القرار ده فى اول الموسم 😉"
5751,بلنتي وكرت أصفر !!! 😂😂😂 من أي محل رشوة شارين الحكم ؟
5752,كل اهازيج الاهلي والاتحاد قالوها 😂
5753,"السنه اللى فاتت غبتى فى اخر الدورى وكسبنا 
والسنه دى غبتى فى الاخر وكسبنا الدورى
 تانى 
اظاهر غيابك فى الاخر تميمه حظ الزمالك 😉
ان شاء الله ترجعى بالسلامه وتنورى مكانك تانى وتحتفلى 😍 @Dr__AMiRa"
5754,امانه ضحكت جا عندي ولد خالتي الصغير طبعاً يمووت بكرستيانو حرفياً وداايم يحاول يخليني احبه وانا اقول لا ميسي انا احبه المهم فجأه اليوم يقول لوجي ابحثي بقوقل وشوفي مين اللاعب اللي سجل اكثر اهداف بالعالم قلت والله تشووف يطلع ميسي وهوا صياحح فجأه طلع فعلاً ميسي اللي مسجل اكثر😭😂
5755,الحكم اضاف 12 دقيقه وقت بدل ضايع ، وين الصياح الي صار قبل اسبوعين 😂😂
5756,"يا الله الحكم الغى الهدف 8/2 يلا مو مشكلة .

8/2 = 4 مو قصدي شي 😉"
5757,"جماهير #الزمالك تخلي الملعب فورا علشان إللي جي مش تبعكم

معلش سهرناكم معانا 😉😃
#الزمالك_الأهلي
#الاهلي_فوق_الجميع"
5758,"الحمدلله على الفوززززز

وعقباااال  كاس الملك و الدوري 
نجمعهم مع بعض 
🖤🖤💛💛

😉😉
#الاتحاد_الفيحاء"
5759,المستفيد من تواجد الاهلي في دوري يلو الي شلحهم لعيبتهم واعلامهم وريئس الرابطه ماسلم 😂😂😂😂انه نصير البسطاء
5760,انا مش صعبان عليا غير الزمالكويه الصغيرين اللي معدوش العشرين سنه واللي مستنين ناديهم ياخد افريقيا ويعيد امجاد القرن العشرين اللي بيحكولهم عليها اباهاتهم وممكن تلاقي واحد فيهم يقول لابوه يا بابا انت متاكد ان الزمالك خد افريقيا قبل كده 🤔😂
5761,"انا دخلت الفيس وتويتر لقيت كل الزمالكاويه كاتبين البطوله الأصعب والمستحيله🤔😂
حد يفهمني أصعب ليه ومستحيلة ايه طالما الإعلام معاك والحكام معاك والفار معاك والاحتواء شغال بشهادة الحكام يبقي ايه الصعب فيه 
علي العموم بقيلك ٣٠ سنه متتاليه علشان توصل لرقم عمك😉 

#الزمالك_بطل_الدورى"
5762,"ويجيك واحد يتهكم على اللي يتمنى الدوري لأرسنال بسبب انهم فريق كرة القدم الجميلة 😂

والله فريق جميل جميل نفتقد لمثل هالفرق في الكرة مؤخرا"
5763,الخدم يصيحون (دفع رباعي )😂😂تعال غسل السيارة مالك ومال الكورة يارصيف
