,tweet
5925,"كل الدعم للراجل اللي قد فايلر 100 هههه

#ميتشو_لازم_يمشي
#انبي_دق_حكام_الزمالك"
5926,"متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه
#انبي_دق_حكام_الزمالك #انبي_دق_حكام_الزمالك"
5927,"متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه
#انبي_دق_حكام_الزمالك"
5928,"متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه
#انبي_دق_حكام_الزمالك"
5929,تتذكرو من اسبوعين لما كانو خيفانين من بوسطة بايخة قال بتهدد السلم الاهلي و ذكرتهن بالحرب، هههه كانت ايام حلوة
5930,"متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه
#انبي_دق_حكام_الزمالك"
5931,"#انبي_دق_حكام_الزمالك متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه"
5932,"هزيمه جديده تضاف لنادى الكرن الحكيكى هههه
#انبي_دق_حكام_الزمالك"
5933,"متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه
#انبي_دق_حكام_الزمالك"
5934,"من كام شهر كانوا لاعيبه خارقه واوفياء ودلوقتي هيبقوا لاعيبه عاله وتلعب من اجل المال هههه
#انبي_دق_حكام_الزمالك"
5935,"هزيمه جديده تضاف لنادى الكرن الحكيكى هههه
#انبي_دق_حكام_الزمالك"
5936,"متابعتش الماتش
بس كنت متاكد كنت متأكد بس كنت شاكك
هههه
#انبي_دق_حكام_الزمالك"
5937,وزير مغمض عنيه عن بلاويكم ورئيس اتحاد مشجع ليكم ورئيس لجنة مسابقات وبيأجل ويبدل ليكم وفوق ده كله الغندور جابلكوا الصباحى وبرضه مفيش فايدى فيكى يا زيزى هههه #الزمالك_انبي
5938,اكيد الزمالك هيبقى احسن بعد التوقف الدولى هههه
5939,"هههه 
الاهلي بيكسب بالحكام !!"
5940,هههه الاهلي كام بيلعب تنس فوز ٤ ههههه
5941,"الإنسان عندما يكتمل عقله يتهم بالجنون

مو حكم هههههه إتهام

لأنه في الحقيقة مش مجنون 😂

 فقط عقله لم يعد به نقص

فهمتم؟؟

الإتهام يختلف عن الحكم

الحكم إنتهى الموضوع قضي الأمر الحكم قضاء 

أما الإتهام فليس قضاء أو حكم ههههه فقط توجيه نقد

هههه 😂😂

 فهمتم ؟؟

هذي بس خرابيطي"
5942,بنات اللي م تحب الكوره تسوي لي ميوت يومين 🧡بس مهو تنسيني مكتومه هههه
5943,ههههههههههههه ماعندكم سالفه التحكيم كان ضد الهلال من مباراه الذهاب لغاء هدف صحيح وش اكبر من كذا حجه ونسيتو 2014 وش صار أقول صياحم طرب الهلال 7مرات شالها اوووووص ولا نفس يافقرواي هههه #عالميه_احمد_الفهد
5944,امس اخوي كان يلعب مع صاحبه الزبده اني سمعت صاحبه يقول الاهلي تاج راسنا او شي من هالقبيل المهم قلت لاخوي قله اهلي ولا عائلتي هههه بس م ضحك الولد الصدمه كانت قويه يحسب اخوي فكاهي زييّ م يدري اني غششته
5945,"#عميد_العالميه
بعد ( العالمية صعبة قوية ) 
أصبحت وتحولت 
إلى ( أبطال الدوري صعبة تبكي )

هههه رتويت يا زعماء #الهلال"
5946,بتحس مريم البسام فشت كل خلقها ب #كارول_معلوف .... طلعت هجوم جمهور المقاومة كله فيها هههه
5947,فيه نصراوي سألوه اي الألوان تكرهها قال الأحمر قالوا لانه مافي احمر منك هههه.  #النصر_الوحده_الدوري
5948,"اي لاعب حاليا حابب يمشي من الزمالك   بيخلي مراته تشوف له فريق تاني من الانستجرام بتاعها هههه مسخرة والله ..

#الزمالك_للمستحقات_المتاخره"
5949,الحين معقوله يالنصراوي لا غدى ولاعشى هههه  #النصر_الوحده_الدوري
5950,"#النصر_الوحده_الدوري 

النصر دعوا اليوم الفريق الاحمر يفوز على الهلال بس فاز عليهم مو على الهلال ههههه جمهور المسيار... وبمكه بعد هههه

#هههه_النصر 

😄😃😂"
5951,الحكم ألجبري  فذمتيه هههه🌹
5952,"#النصر_الوحده_الدوري

حتى لاعبين الفقر.   باقي مصدومين من فوز الهلال هههه"
5953,#النصر_الوحده_الدوري صدارة بح هههه
5954,هههه #النصر_الوحده_الدوري
5955,والله الوحدة يلعب أفضل من اوراوا ..هههه #النصر_الوحده_الدوري
5956,"#النصر_الوحده_الدوري 
ذهاب آسيا .. يلعب النصر مع عفيف 
إياب آسيا .. يلعب النصر مع الوحدة هههه 

عرفت من المحلي يا محلي ؟! 🚶🏻‍♂️"
5957,ممكن الان يسرق لقب العالمي  من النصر كما سرق الملكي من الاهلي   شغل حراميه هههه#الاسيويه_صعبه_قويه
5958,الف مبروك للزعيم السعودي الاسيوي  من قلب اتحادي اقول انت فريق مثالي في كرة القدم واتعبت من بعدك يا زعيم الف مبروك يا ابطال تستاهلون ، الف مبروك لكل الزعماء واهنيكم ع هذا الفريق الذهبي ،،،، بس خلو لنا الدوري ع قدنا هههه #فوز_الهلال
5959,انا ليش ماشجعت الهلال وجلست على النحس حبيبي الاهلي ؟ عموماً الملكية صعبه قوية هههه
5960,هههه بقربي نصراوي وجهه صار لونه اصفر بعد هدف الهلال
5961,هههه قرعة الكاس بتبعد الاهلي عن بيراميدز والزمالك 😂...طب ما تدوهم الكاس وخلاص
5962,هههه الحارس يقولهم سجلو واضحه 😂
5963,حتى الحكم غيروه ويقلون من الملعب هههه #العالميه_من_الملعب_صعبه_قويه
5964,"الاستئصالي علي يحيى عبدالنور، وعميل الماسونية التي تريد ضرب الإسلام في الجزائر مصطفى بوشاشي (كما يتم وصفهم من الخونة السياسيين تجار الدين)هم
من كانوا هيئة دفاع حشاني، أما بن ڨرينة (الشعانبي) فقد كان مع المعتدلين في المجلس الوطني الانتقالي CNT انذاك.
هههه ""منقول"""
5965,"والله العظيم انا بعد ما شوفت الديربى بتاع الوداد و الرجاء المغربى عن جمال الجمهور وحلاوة الجمهور احب اقولك احنا ف حته تانيه خالص الف مليون مبروك لكل واحد كان سبب ف منع دخول الجماهير لقد نجاحتم ف فقر الكوره ف مصر .
ايه الديربى دا الحقو يا جماعه دا بيولعو شمروخ هههه لاء دا شماريخ"
5966,هدف بالصصصصدر من بنزيما هههه
5967,قناه 24 في موضوع الكوره والمذيع البذيع ناعارفه اسمك صراحه محتاجين اعاده هيكله 😂😂😂 هوي انتو بتتووسو في بيتكم وكمان الضيف الجبتو قال قمت كمان داير تودعو هههه لقد زهلت. المهم انت بعيد شديد غايتو خش ليك كَورس
5968,ههه تلعب على الناس الحكم زبطه المسحل ورئيس الهيئه هههه #الدوري_مع_وليد
5969,#يارب_الاسيويه_زرقاء_هلاليه4. لو سالنا نصراوي كم مره حقق الهلال بطولة ابطال الدوري الاسيوي يقول لك ولا مره ههههههه طيب ليش تقولين من ٢٠ سنه ما حقق الدوري الاسيوي ليش مو من تاسيسه يقول لك ها هههه ما ادري مستحيل يعترفون
5970,"#نهائي_دوري_أبطال_آسيا
اللي خايف وبالع العافية
بعض جماهير الفقر وبعض المدرعمين مع أحمد الشمراني من جماهير الأهلي
ماذا فعلت بهم أيها الزعيم الآسيوي 
لماذا وصلوا إلى هذا الحد؟!
تبريرهم كاذب ووهمي بسبب إعلام الهلال! هههه
لا والله التكويش على البطولات وسارق الفرحة مافيه سبب غيره"
5971,تبي بلنتي و الحكم روكي هههه
5972,"#الاهلي_الفيصلي

إن شاء الله نفوز رغم صعوبة المواجهة 

سعيد وحسين مرة وحدة هههه  أقلها نزل نوح يغطي لك الشوارع اللي بتكون😁

 لا يا كوتش لا تزعل الجمهور منك"
5973,"#الدوري_مع_وليد 

هههه بسرعه ياخالد هههه الاستاذ وليد الوقت ادركه المفروض البرنامج ثلاث ساعات لأنه ممتع مع وليد ولايهون خليفة المحايد الحر 

اللهم انصر الهلال في معقلهمفي يابانهم في سايتاما يارب كما فعلنا بالسد واكثر اسيا نبيها كاسحه ماسحه يارب ياكريم"
5974,"#الدوري_مع_وليد 

ابو وليد التعصب حلو بدون اساءة لاشخاص الا لقب تربى عليه البعض بنو فقر طبعاً اعدائنا بالدنيا وحبايبنا بالاخرة هههه

خل النصراويين يطقطقون وخلنا نطقطق الوكاد والمهم والاهم من يجيب اسيا هي كأس القارة وهو الاهم الهلال فخر اسيا"
5975,الحكم الغى الهدف يانفراااات هههه #الشباب_الفيحاء
5976,قوة وسطنا كله ب اندياي تروح ترجعه سنتر رغم جاهزية اثنين من افضل سناتر الدوري ؟هههه حسبي الله
5977,ضربة جزاء وهمية من قبل الحكم هدية للمنتخب هههه
5978,قالك أقوى خط دفاع واكلوا تلاته هههه
5979,"هاتوا برنامج الماتش واضحكوا شوية مع كابتن احمد بلال بيقول الزمالك معندوش لاعيبة هههه 
😂⁦🚶🏻‍♀️⁩"
5980,"انقذ بيت أسرة مصرية راجلها والمسؤول عنها هههه لاعب في الزمالك
#تبرع_للزمالك_بجنيه

#تبرع_للزمالك_بجنيه"
5981,"مشاركات نادي الكويت القادمة

كرة القدم  تصفيات دوري الأبطال

كرة الطائرة بطولة الخليج أبطال الدوري

كرة اليد بطولة الخليج أبطال الدوري 

هههه😂 الله يعين على مشجعين هذا فريقي الثاني 

أنا اقول من راقب الناس مات همآ
جابل اشغالك كبتن 😂😂"
5982,"«كل البورة من النصراني»
القوّات هني يللي عم يعملوا كل شي غلط بالثورة! هههه #لبنان_ينتفض 

كان لمصطفى آغا بربر «محوطة» زيتون في منطقة الكورة، غربي نهر ابو علي، بينما هو كان يقيم شرقي النهر في «الزاوية»، وتحديدا في قرية «ايعال» حيث ابتنى لنفسه قلعة لا تزال، حتى اليوم، (١)"
5983,"جاب امس هدف ركلة جزاء على دفعتين هههه
حظه بالدنيا انه رفع اسمه اكثر مما يقدم 😪

#ميسي_تركي_ال_الشيخ_بالبوليفارد"
5984,"قلتولي البنزرتي بينتقم من الاتحاد الكورة التونسي هههه

أوكان يحرث ما باعوه"
5985,"#الاهلي_يغلي من جرف لدحديره بإذن الله

الله يعاتب الزمن الي اهداهم دوري بعد ٣٥ سنة وشافو نفسهم اعظم اندية العالم من بعدها هههه

حديثي نعمة وان شاءالله ترجعون لمكانكم من مركز 10 ونازل 👌🏻"
5986,وطو النار لاينحرق هههه #الاهلي_يغلي
5987,الاخ الاعلامي. كريم خطاب. لااسف احب اقولك. انك لاثقافه ولا فكر ولا حتي.تركيز مع ضيفك.بدليل ان الكابتن احمد سمير فرج قال امبارح. معاك ان بعد احداث بورسعيد الاهلي طلبك انته وعبدالله السعيد. حضرتك عبدالله السعيد كان بيلعب في المباراه دى مع الاهلي اصلا هههه..لنا الله.
5988,"هل عندك شك أن اغلبيه  جمهور مصر أهلاوي 
هل عندك شك أن أغلب جمهور الأهلي لا يرحب بوجود البدري في المنتخب 
هل عندك شك أن دي تكون النتيجه الطبيعيه عدم تواجد جمهور الأهلي في المدرجات رغم اختيار البدري لبركات ومعوض و كهربا إرضاء لجمهور الاهلي ولسه هههه"
5989,"#منتخب_الهلال
سنين لعيبة الهلال دمرو منتخبنا  مباراة وحده طقعة ديك في خشمك قمت طبلتو المنتخب فيه من الاهلي والنصر والشباب تختزل فوز المنتخب الهلال هههه
سنين  ناكل فيها ثمانيه وخمسه ايام ساميو يعني عشر سنين ساكتين  فوز تصفيات على فريق متواضع نساكم كاس العالم ومجاملات الهلال"
5990,"#الاتحاد_السعودي
سار فريق اهم من منتخب هههه شي عجيب 
الجمهور واعي ولاكن يتمنى يشوف رياضته من انظف الرياضات في العالم فقط هذا الي نبيه كجمهور محب للكوره. اعمل من اجل ان تحقق هدف وليس من اجل كيان او لاعب تحقيق للهدف هو الي راح يرفع من تاريخك واسمك راح يكون لامع ايضا ."
5991,شباب مصطفي ممحمد خسارة في الزمالك، هههه، قشطة بقيت روش كده 👍
5992,"كهربا اساسي 
هههه هههه ههه
اضحك هذه هي الكوره في مصر 
اعداد للاهلي ولاعبي الاهلي
يالا مع نفسكم بقي"
5993,الحكم؟!  هههه مافيها بلنتي ولا شي. حكام اسيا ضد المنتخبات والاندية السعودية
5994,#تجمع_العاطلين_السعوديين35 خسارت فلوس قسم بالله  طاقات هدف الموارد البشريه دروب هذول ولا وحده توظف ولا مره طلعت وتوظفت من خلالهم والله انا الي ايحث من نفسي لو اعتمد عليهم اموت جوع وقهر  فالحين بس لقاءات ورش عمل وتمشيه وسوالف وراتب يجيه داخل جيبه وفي الصبح ماخذ حليب وبخصم هههه
5995,الحارس هههه #طبرجل_الشباب
5996,#تجمع_العاطلين_السعوديين33 مصاريف على الفاضي دق مشاوير هدف لقاءات وغيرها من الورش ولبرامج ولا وحده فيهم توظف ولو جاتك وظيفه 3500 شتسوي هذا. بتزوجني ولا تبني لي بيت حتي قيمه عشه ما تجيب هههه سعر الببغاء اكثر من راتبي هههه
5997,"هههه ..... انام ( الإمارات والبحرين والسعوديه ) يرفضون المشاركه.!!
اصحوا
( الإمارات والبحرين ثم السعوديه )
يقررون المشاركه .!!
عجزت افهم السبب الحقيقي .!!
صراحه.!!

( الان )  الدوري السعودي - راح - يتوقف والا شلون .!!
 #السعوديه_امارات_بحرين_بخليجي24"
5998,#هجوم_حديقه_الملز ،، وطلع مقيم عربي ، وتويتر ازبد وارعد واتهامات وتطرف وارهاب ومحرضين واحجبوا الواتس اب، ووووو،، الخ للاسف تسرعنا في اطلاق الأحكام ارهاب بحد ذاته ،، لهؤلاء اقول ( أعمل حالك ميت ، إعمل حالك ميت هههه
5999,"وحدة كاتبة😂 
سحقا لكم تتكلمون عن الحياء وانتم جميعا ولدتم عراه 😡
بسم الله 😳
من زعلها ذي اللي انولدت بفستان ..😭😭😭😭😭

ههههَِـَِـَِـَِـَِـَِـَِـََِِـَِـَِٓـَِ(😂)ـَِـَِـَِـَِـِـَِـَِـهههه

.🌚😂✋
ههههههههههههه 

#هجوم_حديقه_الملز"
6000,"بعض الاراء مستفزة خاصة اللي فيها تخوين للواتساب هههه
عموما الله يشافي المصابين
ووجب على الدولة التعامل بأشد الخطوات لردع مثل هذه الاعمال الأرهابية الجبانة
التشهير + عقوبة مضاعفة اكبر رادع لكل من تسول له نفسه تخريب موسم الرياض #هجوم_حديقه_الملز"
6001,هههه رمضان مفكر نفسه بيلعب فى الدورى مع الاهلى واول ما هيقع هياخد ضربة جزاء شوفتوا بتعملوا فينا ايه
6002,هههه جون سينا ها. اقول جيبو مقطعه خلونا نضحك عليه
6003,"قعد اكمل تأليف بالفانتسي بعد ما تبلدت نهائيا
-16 الجولة المقبلة هههه
بدون دفاع ليستر او تشيلسي
بدون مارسيال و راشفورد
(في درب الظلمات تائه)"
6004,"#الدوري_مع_وليد
هههه حلو التصويت عن قوميز. قال من مادحها. قالو. امها  والمشاطه😁😝😄"
6005,#الدوري_مع_وليد متحمممس مع احتجاج الاتحاد هههه.... بس طوووولت ما انتقصت من الاهلي والنصر... لك اكثر من ربع ساعه ماجبت طاريهم 😅😅
6006,"بيب بعد الكوره حسمعهم تسجيلات عمك السر
هههه"
6007,مش هتكلم كتيررر الزمالك مفردها ذملك ذملك يعني عشه صغيره يعني غرزه هههه يعني مكنه😂#مطاريد_الاهلي_راكبين_الزمالك
6008,"الأهلي مسففكوا التراب وحلمي زامورا خمورجي وحشاش هههه
#مطاريد_الاهلي_راكبين_الزمالك"
6009,الثاني لليونايتد هدف عكسي بعد هههه
6010,خلونا من تسلل او هدف بعض معنفين الفار تحليله يقتل هههه#الهدف_الملغي
6011,وربي عبيد الكوره مصخره هههه
6012,هههه يالله من يسكت الطبال والفراخ ذا هههه لاتفرح باذن الله في اليابان #الدوري_مع_وليد
6013,"هدف صحيح هههه

 #نهايي_دوري_ابطال_اسيا"
6014,ملاحظ الحكم ماعاد الا يطبطب على قوميز هههه وش العلم
6015,البليهي راايح الحكم يسلم عليه هههه احمد ربك ماعطاااكً كرت احمر والحكم معاكم
6016,هههه تسلل ب ٢ ملي
6017,استغفر الله كل ما أشوف جل حقين الكوره في الهاشتاق أموت من الضحك هههه  #멈추지_않길_나_약속할게
6018,وليد عبدالله ينكت بطلعته على الكوره والا ماكان جا الهدف هههه
6019,اللاعب الفقراوي من وجهة نظر القواطي كائن مقدس يفعل ما يشاء ويعمل ما يريد ويجب أن يعامل على أساس هذه القدسية فلا يحاسب ولا يسأل عن ما يفعل ولا يعاقب مهما فعل وإذا ما حدث خلاف ذلك وتمت معاملة كالبشر فمن وجهة نظرهم هذا فعل اعتداء النجاح والهلاليين!!هههه #منع_حمدالله_من_دخول_السعوديه
6020,ودنا نصدقك يالعمري هههه انت وضعك معروف ماتمشي الا بالفلوس هههههه طبل يالغمري #الدوري_مع_وليد
6021,قول لبوشخه لايحلف هههه الله لايوفقكم باذن الله #الدوري_مع_وليد
6022,والله باين على المدرب انه ماعنده لعب جوناس يقول اقدر اكمل قال اطلع بس هههه
6023,هههه  هل كييييف  يصير  ان علي عتيج شات الكره قبل اللاعب  الحكم حط عليه فاول وانذار
6024,"هدف سهل المفروض هالفاول
هدف سهل هههه"
6025,"شفتو هدف توتنهام  😂😂😂😂 
بيذكرني لما كنا نلعب كورة مع البنات هههه"
6026,هههه هدف توتنهام غريب
6027,"نقاتل لنتصدر دوري أبطال قارة آسيا ببحورها ومحيطاتها وجزرها وناسها وصينها هههه .. 

وغيرنا يقاتل ليتصدر دوري محلي وفاز النصر وتصدر الهلال ههه

فرق الطموح 

#الهلال_اوراوا_نهائي_دوري_ابطال_اسيا #النصر_الفيصلي_الدوري"
6028,عطيت الحارس عين قلت ماصارت هههه ونجلها
6029,#النصر_الفيصلي_الدوري هههه حمدالله الموسم الماضي صحوته ماجت الا بعد ماسجل بالهلال والموسم هاذا كذالك😂
6030,يارب لك الحمد يلا ياغامدي اجلس صييح هههه الحمدلله ربي فكنا من وجهك😂 #النصر_الفيصلي_الدوري
6031,شكل الحكم يحسب ان الاصفر هو النصر علشان كذا قاعد يظلم الرايد هههه.
6032,يعني بيعملوا فولو لبنات بتتكلم في الكورة ويدخلوا يكلموهم في الدي ام في الكورة برضه بس على التايم لاين بيبقى النسوان دول مالهمش فيها هههه
6033,شف بس توموري كيف خلص الكوره هههه
6034,"#اين_احتجاج_الاتحاد

مثل الاحتجاج الاول حق القادسية

خلاص الدوري ونسينا هههه"
6035,#الاهلي_الجندل هههه مسسسخره ياجماعه
6036,هههه من هجمه وحده قول بركات البوسني وكذلك بداية الخير  #الاهلي_الجندل
6037,"هههه البوابين عايزين ينسحبوا من مباراة السلة من أمام الاهلى
الاهلى مكتسح الزمالك 41/57"
6038,الموشر مهاجم هههه
6039,"احنا عايشين مع كائنات بتقابلك كل يوم بقالها عشىرين سنه تسألك انت لسه زملكاوي؟ ههه
هو فيه حد بيشجع الزمالك لسه ؟ هههه
عندهم مرض اسمه انكار الاخر مزمن
فهل يبدو لك اننا ممكن بعد كل ده ممكن نتأثر بالسف بتاع السبعينات دا ؟"
6040,"في #الدوري_مع_وليد تصريح قوميز اطول من كلامهم عن احتجاج الاتحاد رغم ان احتجاج الاتحاد له اسبوعين وماتكلمو عنه إلا 5 دقايق فقط هههه !!  #اين_احتجاج_الاتحاد ؟؟
@waleedalfarraj 
@S5G"
6041,"احنا عايشين مع كائنات بتقابلك كل يوم بقالها عشىرين سنه تسالك انت لسه زملكاوي؟ ههه
هو فيه حد بيشجع الزمالك لسه ؟ هههه
عندهم مرض اسمه انكار الاخر مزمن
فهل يبدو لك اننا ممكن بعد كل ده ممكن نتأثر بالسف بتاع السبعينات ده ال هو بيكتبه؟"
6042,"الشوال يهزق فيهم : الصمت لغة العظماء 
الشوال بيغلط في الزمالك : هههه اديهم كمان يا سيادة المستشار 
جمهور راضع من بز كلبة 😂😂
#الشوال #الزمالك_حارقك"
6043,هل هناك عاقل سيقول كوفاتش أقيل بسبب نتيجة مباراة واحدة؟ فقد انتثر في عدة مباريات وفي الأبطال اكتسح، القضية أكبر من فوز مباراة أو خسارتها، أولا تقييم المدرب يكون بالمطلوب منه إضافة إلى الأداء العام، ولست هنا حاقد على كوفاتش هههه هذا انتقاد عادي تمنيت لكوفاتش آرمي مثل الذي عندنا.
6044,ك #الدوري_مع_وليد ههههه الشلهوب يلعبونه اخر خمس دقائق ويقولون اكثر مشاركه هههه اكثر لاعب يلعب احتياط .
6045,"الدوسري تعب يأشر لكادش يعطيه الكورة وبيكون هدف سهل 
لكن تتوقعون كادش رفع راسه قبل يرفع ؟ هههه"
6046,المصري وهو يرفع في بندر فالح متت ضحك 😭😭😭😭 وهتان كم مره اقول لا عاد اشوفه يلعب لا يقعد يهايط الهدف بالغلط اصلاً لو الغبي ماتدخل كان مسكها الحارس بس عادل من غبائه حطها في المرمى بصاروخيه هههه
6047,"مبحسش ان عنده غيرة ع الاهلى .. عامل زى الناس اللى مالهاش ف الكورة ومابتتابعهاش بس تقولك بس انا ميال للاهلى بس بشجع اللعبة الحلوة يعنى لو الزمالك كسب هفرح هههه .. 😏😏

 #اسال_وليد_صلاح"
6048,"الريال مخدش الدوري الاوروبي قبل هيك 
كويس السنة بنلعب فيه هههه"
6049,الريال خطرو عليا جماعة الاهلي لما غنو ع صداره وفكيناها منهم هههه
6050,تششوف غاليارديني اساسي وتبي تنافس ع الدوري ههه هههه
6051,"هههه الليفربوليستا ههههه
التحكيم معاهم من اول الدوري
اليوم قرر يصير منصف ونسمع صياحهم بتويتر"
6052,هههه تسلل
6053,"الحكم شارب والا اية
هههه
#Barshlona"
6054,"ممارسة الحكم 🇹🇳:

مسرحية الجمهورية التونسية،  
القرد و الموز 🍌  🐒 

قيس دعيش رئيس مطربس يتعامل مع رئيس حكومة فاسد لمكافحة الفساد هههه"
6055,#الدوري_مع_وليد هههه تعادل بمستوى هزيمه قلنا لكم النصر انشالله بياخذ الدوري .
6056,باقي ٥دقايق على تمرين النادي الاهلي امزح امزح هههه يارب ليلة صفرا💛 #الاتحاد_الاهلي
6057,"مباراة الاهلي والاتحاد اليوم هو محور حديث السوشيل ميديا 

فين مادخلت العالم كلامها وتوقعاتها فقط للمباراة 
شي حماس  

بنزل اليوم اتابع المباراة مع اخويه رح يكون حماس ومستقز  😆
اخويه اهلاوي متعصب  
وانا رح اشجع الاتحاد 💛⚽️

رح اسمعلي كم سبه واطلع من عنده لما ينهزم الاهلي هههه"
6058,"#فتح: هناك معيقات أمام إصدار مرسوم رئاسي بشأن إجراء الانتخابات ..
هههه أصلاً احنا عارفين الوضع هذا أنسب وضع للرئيس وللجماعة ليعتاشوا $$$$
وبعدين الرئيس سمع من اليهود وتخميناتهم انو حماس هتسيطر على الحكم بالضفة كمان لو ترك الشعب الفلسطيني بختار ^_^"
6059,"اذا كان ماعندي شي ..
قاعد في البيت ،،
اناظر مباريات الهلال في آسيا ..
وكذلك المباريات الحاسمه ،
قاعد اناظر مباراة الهلال مع سدني !
الوالدة الله يطول عمرها تضحك علي
تقول انتهت المباراة ..
عصبت وتنزفزت من الحكم !!هههه
وكذلك اناظر مباراة العميد في آسيا
زمن بوشا وعبدالملك زيايه"
6060,"طريقه عمل البليله
نقي القمح جيدًا
اغسله جيدًا وانقعيه ليلة كاملة ثم صفيه
اسلق القمح حتى ينضج تمامًا ثم اتركي مغطى حتى يتفتح وينفش
اغرفي منه مع الماء ثم اسكبي الحليب حسب الرغبة
أضيفي المكسرات أو ماء الورد والفانيليا أو القشدة او الزمالك حسب الرغبه هههه"
6061,"#نابولي يطالب بضربة جزاء وبعدها سجل #أتالانتا التعادل

الحكم طرد انشيلوتي ومساعده ووزع كروت وايده هههه

بالاخير حسب الهدف وما اهتم لضربة الجزاء قبلها"
6062,التعااااادل توريررا تسلل واضح هههه
6063,ليش مافي فار هههه قول تسلل واضح
6064,ماكسيم مسوي يكسر تسلل هههه
6065,هههه موستافي !! من أول مباراه يسجل علينا هدف وش هالنادي المغضوب عليه
6066,فتحت الكوره لينغلي جاب قون هههه
6067,ييجي راجل تقيل الدم يقولك هههه ايه ده هو لسه فيه حد بيشجع الزمالك / هو الست دورها ايه غير ف البيت؟ ويبقي متخلف ياكل ويشرب وينيك بس وياريت نيك عدل ومقرف
6068,منور يامستقبل الاهلي والمنتخب انتا حلقت ليه ياهن هههه#محمد_هاني_في_ملعب_أون
6069,نقطه قوه اوراوا هي نقطه ضعف الهلال هههه باي باي اسيا الله بسبب دفاع دلخ
6070,"#طرد_الصنيع_مطلب_جماهيري على أساس الافتراضي ابتعد عن الكورة و مشاكلها هههه بس بمجرد ما استدعى المعضل و افق و قدم استقالته من البنك اللي يشتغل فيه "" مزدوج"" هذا الصنيع عموماً ارجع اقول مسألة وقت حتى يصير رئيس مكلف للمزهرية @Anmar_Alhailae"
6071,للان لم يتم الاعلان عن نتيجة بوشر هههه شكلهم مسوين لنا مثل حلقات كابتن ماجد لما يشوت الكورة وثلاث حلقات عشان توصل المرمى
6072,"#الهلال_النصر_الدوري                             هههه مع ان النصر فاز بس ترتيبه نازل 
والهلال خسر بس متصدر ..
معادلة رائعة 😌😁"
6073,"وليد ياسرع ماقلبت هههه
خابرينك تقول المتصدر بس نهديه فيديو كليب 
بصراحة احس ضغط النصراويين عليك خلوك تلين يا حديد
 #الدوري_مع_وليد
@waleedalfarraj"
6074,"#الهلال_النصر_الدوري

محيط الرعب قالو هههه..

الحمدلله ومبروك لكل عالمي وبان شاء الله قبل يلعب النيفيا مباراة اوراوا الجميل نتصدر الدوري ويفلس النيفيا من اسيا.."
6075,وليد يقول استحواذ الهلال كان اعلى يعني الشوط الثاني النصر سيطر بالطول والعرض مدري كيف كان الاستحواذ اعلى هههه ماعليه شيلو الاستحواذ مثل لافته الزعيم ههههههههههه #الهلال_النصر_الدوري
6076,هههه اليوم عيد عند النصراوية :) لكن رغم الخسارة يبغى الهلال متصدر🥰💙💙#الهلال_النصر_الدوري
6077,"#النصر_الهلال

مدرب يغير المهاجم الوحيد بلاعب وسط

انطلق النصر دفاع و هجوم و حارس حتى 

هههه"
6078,"من شفت قوميز طلع وانا حسيت ان المباراة بتضيع
وعندك لاعب مثل سالم الدوسري فيلسوف زمانه ضيع علينا التعادل بكل غباء

ولا الشهري هههه هذا لو كانت مسؤول بالهلال ما اخليه مشجع حتى علشان يدخل للملعب فما بالك بوجوده كبديل لغوميز

حرام نخسر من فريق عاهه مثل النصر 

 #الهلال_النصر_الدوري"
6079,#الهلال_النصر_الدوري.  في ملعبهممم وجلدناهممم هههههههههههههههههههههههههههههههههههه هههه عشان لايضيعون الدرسسس زين 💛💛
6080,"كيف تعرف ان الفوز على زعيمهم بطولة ؟ 
انهم للحين باقي يحتفلون بالملعب وهم اساساً بالمركز الخامس هههه .
 #الهلال_النصر_الدوري"
6081,"#الهلال_النصر_الدوري

أنفجر حمدالله هههه"
6082,#الهلال_النصر_الدوري لا طق فيني الفضاوة تابعت الهلال وفوق ذا لا تابعته يخسر هههه .
6083,"#الهلال_النصر_الدوري
بالله كيف وصلوا للنهائي اسيا هههه فريق مصخره"
6084,تم دعس المحلي في حديقه مرابط كالعاده هههههه اجل يقولون النصر موب منافسهم هههه موب منافس ويجلدك في ملعبك هنا تبين ان المواقف الصعبه تحتاج رجال حاسمين ماتحتاج نواعم ينتظرون بلنتيات #الهلال_النصر_الدوري
6085,"#الهلال_النصر_الدوري
من سمى ملعب الجامعة بحديقة مرابط صدق هههههههههههههههههههههه 
هههههههههههههههه
هههههههههههه
ههههههه
هههه
هه"
6086,شوط ثاني احتسبه الحكم الاسباني 6 نقاط هههه
6087,هههه الله ياخذكم من دفاع
6088,"#النصر_الهلال_الدوري
هههه مرابط يدرب المعيوف
راح الرخيص بياع المباريات ممحمد بن فيصل
الان ارجع لوضعك يافقر"
6089,"#الاتحاد_أبها 
مطلع مهاجم ومنزل ضهير جناح ويبا يفوز هههه الله يلعنكم من نادي ممسوك بيد اطفال"
