,tweet
6231,كارتيرون يرحل عن نادي الزمالك
6232,"الزمالك يجتمع مع فيريرا خلال ساعات لتحديد الصفقات الشتوية 
#أخبار_ONTime https://t.co/NGdqoTqEhb"
6233,تمنى الكونغولي كابونجو كاسونجو، مهاجم الزمالك، عودة التوفيق إليه فى لقاء اليوم أمام الأهلي، الذي يُقام في تمام الساعة الثامنة
6234,"الزمالك يدخل معسكر مغلق في الإسكندرية استعدادا لمواجهة فلامبو

#أخبار_ONTime https://t.co/3dqYAZLNCZ"
6235,نادي فيوتشر يوافق رسميا علي عودة محمد عبدالمنعم للنادي الاهلي
6236,"أحمد الشناوي الخبير التحكيمي: مشكلة التحكيم مش في التطوير، الحكام محتاجين حماية واتحاد يٌدير الأندية وليس العكس 
#أخبار_ONTime https://t.co/jKfDKZxGda"
6237,فتحي سند: كل المدربين المصريين شبه بعض
6238,واضح ان التعصب واصل للاخر مع البعض يبقي احسن حاجه احذف التويته اللي فاتت وخلينا في الدحيل احسن😅
6239,"""خط الوسط صداع في رأس كيروش"" .. تعرف على أبرز استعدادات المنتخب الوطني قبل مواجهة نيجيريا⬇️🇪🇬
#أخبار_ONTime https://t.co/1XptpgudVs"
6240,"اتحاد الكرة يتفق مع البرازيلي ميكالي على قيادة المنتخب الأولمبي 
#أخبار_ONTime https://t.co/KnKvo11wLT"
6241,"تأهل 7 لاعبين مصريين إلي ربع نهائي بطولة أمريكا للإسكواش

#أخبار_ONTime https://t.co/LvZvKMUIja"
6242,"إلي ركلات الترجيح ⚽

ياااااااااارب مصر 🙏🇪🇬🇪🇬"
6243,"منتخب اليد يواجه سلوفاكيا اليوم في نهائي دورة رومانيا الدولية استعدادًا للمونديال .. انطلاق اليوم كأس مصر للسلاح بالعاصمة الإدارية الجديدة 
#أخبار_ONTime https://t.co/1BxgIiJba6"
6244,"من أمام ستاد خليفة تعرف على كل الأجواء الخاصة بمباراة اليوم بين المغرب وكرواتيا في كأس العالم قطر 2022

#أخبار_ONTime https://t.co/wh6B5YzxNS"
6245,"الإسماعيلى عن عرض المقايضة مع الزمالك: ""مروان محسن خط أحمر"
6246,"🏹🏆 تاريخ مواجهات الزمالك والترجي عبر التاريخ 

#أخبار_ONTime https://t.co/P6HFmzkapZ"
6247,"عامر حسين والعطار يتفقدان ستاد الإسكندرية قبل بطولة الأمم الإفريقية للشباب
#أخبار_ONTime https://t.co/Hv0t3hOry5"
6248,فقط للتذكره نتيجة التعادل تؤهلنا ف المركز التاني
6249,"أول قرار من فيريرا بعد تعادل الزمالك مع الداخلية.. شيما صابر تكشف التفاصيل 

#أخبار_ONTime https://t.co/FUU5qBJAM1"
6250,"تفاصيل اتفاق الزمالك مع بن شرقي على التجديد وجلسة حاسمة عقب مباراة القمة 🏹
#أخبار_ONTime https://t.co/7lr5Y9TZHm"
6251,أحمد الفضلي سفير مصر في جنوب أفريقيا: مباراة صنداونز أمام الأهلي نهائي مبكر لدوري الأبطال
6252,مين صاحي بيشوف ماتش مصر وأسبانيا؟
6253,علي مايبدو هناك تغيير علي مستوى كرة اليد في النادي الاهلي قريبا جدا جدا
6254,مع كل الاحترام للكابتن اسامه نبيه لكن تقديم الاستقالات لا يكون عبر وسائل الاعلام
6255,"جمهور الزمالك يحتشد للتحرك إلى الإسكندرية لحضور مباراة بترو أتلتيكو

تحركت أتوبيسات جمهور الزمالك من مقر القلعة البيضاء متوجهة إلى الإسكندرية، استعداداً لمساندة الفريق الأبيض فى التاسعة مساء اليوم فى مواجهة بترو أتلتيكو الأنجولى"
6256,توقعاتك لمباراة الزمالك و الأهلي الجمعة المقبل و ما هي المفاجآت المتوقعة من جانب كل فريق ؟؟
6257,شكراً رجال وابطال الأهلي مباراة تاريخية وجهة مشرفة لأفريقيا ومصر في البطولات العالمية القادم أفضل باذن الله
6258,"الليلة.. الزمالك في مواجهة قوية أمام المصري للابتعاد بصدارة الدوري
#أخبار_ONTime https://t.co/RjbiN4Cbdc"
6259,قالوا زمان السكوت من دهب اما الآن فالتجاهل من ألماظ وياقوت
6260,"استقبال شابات الطائرة بطلات إفريقيا بالورود 
#أخبار_ONTime https://t.co/B1reQoIFJ4"
6261,متخيلتش الأعداد الكبيرة اللي شاركت في اختبارات زد لحد النهاردة ولسه مكملين لحد يوم 30 الشهر ده، في خامات جيدة جدا تقدر تخدم الرياضة المصرية إن شاء الله
6262,"76' مصطفي شلبي يسجل الهدف الأول لإنبي في مرمي الأهلي. ⚽🔵

إنبي 1 - 0 الأهلي"
6263,"لقاء خاص مع بعض الجماهير الكويتية وحديث عن كأس العالم
#أخبار_ONTime https://t.co/63Y6Tsirj1"
6264,"المنتخب الأولمبي يواصل تدريباته ضمن برنامج الإعداد لتصفيات إفريقيا المؤهلة لكأس العالم
#أخبار_ONTime https://t.co/Oz7BFAL6me"
6265,نهائيا كوبا اميركا في البرازيل
6266,"""لفتة انسانية رائعة"".. تكريم خاص من لاعبي الإسماعيلي للراحل أدهم السلحدار 👏⚫️
#أخبار_ONTime https://t.co/wKkOhJwKt0"
6267,صباح الفل ☀️
6268,"عاجل /بعض من جماهير الوايت نايتس تطارد احمد مرتضى منصور
 و الامن يتدخل"
6269,"كارتيرون: مباراة الترجي 180 دقيقة.. واللعب في برج العرب أو رادس لا يشغلني

ويلتقي الأهلي مع الترجي التونسي على استاد برج العرب يوم 2 نوفمبر المقبل في ذهاب نهائي دوري أبطال إفريقيا"
6270,لاعب اخر من الاهلي ف الطريق الي الاعاره خلال الساعات القليله المتبقيه
6271,ألف سلامة على حمدي فتحي
6272,كهربا يصنع هدفا في انتصار فريقه هاتاي سبور 4/2 علي جلطه سراي مبرووووك
6273,طب خلينا فاكرين إن اتحاد الكوره يوم 25 يناير 2023 قال إن اللي حيمسك لجنة الحكام حيكون أجنبي وإن ده حيحصل في أقرب وقت يبقي كل يوم حنفكركم وأدينا مع بعض ورانا إيه
6274,"تم استطلاع هلال شهر شعبان المبارك وقد تبين من الرؤية الشرعية أن يوم الأحد القادم هو أول أيام شهر شعبان
كل عام وأنتم بخير
اللهم بلغنا رمضان"
6275,عاجل/مرتضى منصور: ارفض العمل مع هانى العتال و لم ولن اعمل معه و لن ننعقد الا بعد انتهاء القضية اللى رافعها عليه لانه مزور
6276,الشناوى للكابتن مدحت شلبى : انا مصاب و مش قادر اقعد على كرسي لانى مصاب بمزق فى الضهر
6277,"محمد طه: الفيفا تمنع الصحافة من حضور مباراتين متتاليتين لتوفير فرصة لأكبر عدد.. واليوم التدريب الأول لمنتخبي قطر والمغرب
#أخبار_ONTime https://t.co/i9qsQHqjMK"
6278,"المنتخب ينتظر نتيجة أشعة صلاح محسن استعدادا لسوازيلاند

اشتكى صلاح محسن من آلام فى العضلة الأمامية عقب مباراة الأهلى ووفاق سطيف فى ذهاب الدور قبل النهائى لدورى ابطال أفريقيا"
6279,ليستر سيتي يصنع التاريخ  يتوج بكأس الاتحاد الإنجليزي لأول مرة في تاريخه 👏🏻🏆
6280,علاء عزت : أجايي سيرحل عن الاهلي بالتراضي
6281,الاهلى يتعادل مع الترجى فى مباراة الذهاب ٢_٢
6282,"هل رحيل سواريش الأنسب لـ الأهلي بعد نهاية الموسم؟ رد غير متوقع من كابتن مجدي طلبة 
#أخبار_ONTime https://t.co/S71cHilXU9"
6283,"ذهبيتين وبرونزية لمصر في بطولة إفريقيا للرماية بتونس .. منتخب الدرجات يحرز 3 برونزيات في البطولة العربية بالإمارات 
#أخبار_ONTime https://t.co/pv2eipUOBB"
6284,"طارق مصطفى: غياب طارق حامد مؤثر على أداء الفريق بشكل كبير ولكن كارتيرون المسؤول الأول لعدم تجهيزه البديل 
#أخبار_ONTime https://t.co/GmDtL4F1Cc"
6285,"أبرز وأهم عناوين الأخبار الرياضية المحلية والعالمية بتاريخ اليوم 💥🔥

#أخبار_ONTime
#ONTime_Sports https://t.co/1F1qiSXG7x"
6286,"د.٢٧ و فاول للنادى الاهلى فى منتصف الملعب 
التقدم للفيصلى الاردنى بهدف على النادى الاهلى"
6287,"جلسة في الأهلي لبحث مستقبل فريق الكرة 
#أخبار_ONTime https://t.co/LMxXQnJOWJ"
6288,"""أسرار و كواليس الساعات الحاسمة في صفقة انتقال إمام عاشور لميتيلاند"".. آخر أخبار القلعة البيضاء🏹🏹
#أخبار_ONTime https://t.co/OK1f8zzDj7"
6289,الجزء الاول من البرنامج يستضيف كابتن مدحت منتخب الكرة الشطائية للسيدات
6290,13 لاعبا من الدوري المصري استعدادا للنيجر هم:محمد الشناوي وصلاح محسن ومحمد هاني وأيمن أشرف ( الأهلي ) ، محمود جنش و طارق حامد (الزمالك ) ،باهر المحمدي ومحمد صادق ( الاسماعيلي )، علي جبر و محمد حمدي ( بيراميدز) ، أحمد جمعة ( المصري ) ، حسام حسن ( سموحة ) ، اسلام جابر ( الداخلية )
6291,كل الشكر والاحترام والحب للزميل العزيز معلق المباراه الجزائري حميد لبراوى مشاعر صادقه وفرحته من القلب
6292,الرابطة ونجاحتها هتكمل ورؤية مختلفة بالشباب هتحدث الفارق
6293,"باسم مرسى يعود للقاهرة ويظهر بـ""نيولوك""

نشر باسم مرسى مهاجم فريق الزمالك المعار لنادى لاريسا اليونانى لنهاية الموسم الحالى صورة له عبر صفحته الشخصية بموقع التواصل الاجتماعى إنستجرام برفقة إبراهيم الصغير"
6294,"المقاولون: الدورى أصبح للأغنياء فقط.. وطاهر سعره يفوق 10 مليون دولار

أكد محسن صلاح رئيس نادي المقاولون أن بطولة الدوري الممتاز باتت بطولة الأغنياء فقط، واتحاد الكرة يفرق في التعامل بين أندية الدوري"
6295,أحمد الغندور حكماً لمباراة الزمالك والانتاج الحربي..ومحمد عادل للاسماعيلي والمقاولون اليوم في دور ال 16 لكأس مصر
6296,"من مقر إقامة منتخب مصر .. تعرف على أبرز أخبار وكواليس الفراعنة قبل مواجهة الجزائر بكأس العرب 👇🇪🇬🇩🇿
#أخبار_ONTime https://t.co/t6I2NjO6mk"
6297,"قائمة بيراميدز لمواجهة مازيمبي بالكونفدرالية
#أخبار_ONTime https://t.co/XAmBIHjHmJ"
6298,الساعه ٤ الفجر وصابحين علي صلاة الجمعه وماشاء الله البلدوزرات والكراكات صوتها يصحي الدنيا كلها كل ده في شارع 26 يوليو  في منطقة العجوزه والمهندسين جنب نادي الزمالك!!؟؟ ونعم التوقيت المناسب بجد
6299,حلوه يا بلدي ❤️🇪🇬
6300,"عبد الغنى: مصر قدمت أداء تكتيكى رائع أمام البرتغال

أشاد مجدي عبد الغنى عضو مجلس إدارة إتحاد الكرة بأداء منتخبنا الوطنى فى مواجهة البرتغال الودية، التى أقيمت مساء الجمعة فى العاصمة السويسرية زيوريخ وفاز فيعا الفريق البرتغالى 1/2"
6301,"موسيماني يصل جدة لقيادة الاهلي السعودي ويؤكد: أشعر أنني في وطني

#أخبار_ONTime https://t.co/KS93obUQB5"
6302,يا رب يا رب
6303,لونين حارس ريال مدريد مشروع حارس كبير
6304,من جديد ما يهمني اصلا هو منتخبنا الوطني وأن نحاول توفير أجواء هادئه للفريق بعيدا عن كل الضغوط لمواصلة المشوار في بطولة إفريقيا بصرف النظر عن كفاءة المدرب من عدمه
6305,"تعليق إبراهيم عبد الجواد على استبعاد محمد عواد من قائمة منتخب مصر ويكشف الأسباب الحقيقية للاستبعاد

#أخبار_ONTime https://t.co/fgiiTz8Fda"
6306,هشام حنفي: موسيماني لو مش عايز كهربا كان هيمشيه
6307,"الأهلي والزمالك يتنافسان على ضم ظهير الاتحاد .. والأبيض يفسخ عقد حمدي النقاز بالتراضي⚪️🏹
#أخبار_ONTime https://t.co/H9VhKYPP8m"
6308,"الجزائري سفيان فيجولي على ردار الأهلي في الانتقالات الصيفية.. والأهلي يعرض 12 مليون جنية لضم مصطفى شلبي رسميا من إنبي🦅🦅
#أخبار_ONTime https://t.co/0kZFGt1oT9"
6309,أعلن نادي #برشلونة الإسباني رسميا تجديد عقد نجمه الأرجنتيني #ليونيل_ميسي  حتى عام 2021.
6310,حضور انفانتينو اجتماع المكتب التنفيذي للكاف هل معناه ان القرار تم اتخاذه بالفعل ؟؟ الجواب واضح
6311,"نهاية المباراة: 3/0 لمنتخب مصر
أحمد فتوح
مصطفى محمد
رمضان صبحي"
6312,"إسلام عيسى لـ ""حسام حسن"": كنت أتمنى أنك تكمل معانا وشكرا لأنك طورت مستوايا

ودع إسلام عيسى، نجم النادى المصرى البورسعيدى، الكابتن حسام حسن الذى رحل عن الفريق"
6313,أحمد سليمان بعد رحيل كوفى : فيه ناس متعبتش فى حاجه وبتفرط فيها بسهولة
6314,محمد عادل المشرف على الكرة بنادي المقاولون العرب : سعيد بإنجاز محمد صلاح في البريميرليج
6315,"محمد عواد يعلنها لأول مرة: ""النادي الأهلي كلمني قبل الإنضمام للزمالك ولكن أنا رغبتي كانت الزمالك"""
6316,"احنا منتخب مصر والطبيعي اننا نكون في النهائي.. من الكاميرون تعرف على الرسائل التحفيزية التي وجهه صلاح إلى لاعبي المنتخب 
#أخبار_ONTime
#كلنا_ورا_منتخب_مصر https://t.co/DgK9ONyuX0"
6317,"فيتوريا يستقبل لاعبي المنتخب استعدادا لمعسكر سبتمبر
#أخبار_ONTime https://t.co/oAbFPxaO7S"
6318,"وائل القباني: الدوري هيتحسم في الجولات الأخيرة، ولكن في حالة فوز الزمالك على بيراميدز سيقترب بشكل كبير من التتويج ببطولة الدوري 
#أخبار_ONTime https://t.co/mJgIHpfnJ7"
6319,"معين الشعباني يعالج أزمة إهدار الفرص في المصري قبل مواجهة غزل المحلة بالدوري 
#أخبار_ONTime https://t.co/yZLFd9koJo"
6320,"""تيشرت الأهلي بيخض الأندية الإفريقية"".. طارق السعيد يتحدث عن اللقاء المرتقب بين الأهلي والوداد في نهائي إفريقيا 
#أخبار_ONTime https://t.co/ehlf2edG1T"
6321,"بعيدا عن كرة القدم... جولة في أبرز أخبار الألعاب الآخرى 

#أخبار_ONTime https://t.co/duJrwEE8z5"
6322,"""مبابي يفكر في الرحيل عن باريس"".. جولة في الصحف العالمية 
#أخبار_ONTime https://t.co/X6JBEN2GpA"
6323,"تأجيل ""الأهلي وبيراميدز"" إلى ما بعد ""القمة""

بناء على تفويض مجلس إدارة الاتحاد المصري لكرة القدم والأندية للجنة المسابقات بتحديد المواعيد المناسبة للفرق المنافسة على بطولة الدوري الممتاز"
6324,فتحي سند: الزمالك عليه غرامات كتير لأن الأمور كانت تدار بشكل عشوائي في السابق
6325,#شم_النسيم كل سنة وكل المصريين بخير وطيبين
6326,"الأهلي يتدرب على ركلات الترجيح استعدادا لمواجهة سموحة في الكأس🏆
#أخبار_ONTime https://t.co/fGudnoPrzT"
6327,"حكام مباريات اليوم الإثنين في دور الـ 32 لكأس مصر:
الانتاج الحربي × اتحاد الشرطة : محمد صابر
الداخلية × المنصورة : صبحي العمراوي
الاسماعيلي × ناصر الفكرية : محمد التابعي الغازي
المقاولون العرب × غزل المحلة : نادر قمر الدولة"
6328,كهربا يشارك مع الاهلي ف الشوط التاني من مباراة بتروجت الوديه لأول مره منذ وقت طويل
6329,المسابقات : تغريم الزمالك 35 ألف جنيه والأهلي 25 ألفا والداخلية 20 ألفا وإيقاف محمد السيد لاعب الداخلية 4 مباريات وحسام غالي مباراة واقامة مباراة الانتاج مع الأهلي في بتروسبورت والاسماعيلي مع النجوم بجهاز الرياضة العسكري السبت المقبل
6330,"المصرى يؤكد عدم وجود نية للتنازل عن اللعب ببورسعيد بالدورى أو الكأس

تلقت إدارة النادي المصري خطاباً رسمياً من اتحاد الكرة المصري الخميس الماضي يفيد بإقامة مباراة المصري ونظيره فريق نادي الجزيرة مطروح بدور الـ 32 من بطولة كأس مصر"
6331,موسيماني عاتب اللاعبين اليوم وشكر بعض اللاعبين منهم حسين الشحات وكهربا وقال إنه كسب عليهم الرهان وكملوا على وضعكم
6332,"الزمالك يواجه إنبي تحت شعار تعديل المسار
#أخبار_ONTime https://t.co/vuBC5jbgBi"
6333,اكتر مدرب اتظلم في تاريخ النادى الاهلي ريكاردو سواريش
6334,اعتذار جريدة المصرى اليوم عن الخطأ في خبر الفنانه القديره دلال عبد العزيز هو قمة الاحترام والمهنيه
6335,قولنا إننا بنراهن على العزيمة والقماشة عندنا حلوة وعملنا الريمونتادا
6336,"نهاية قمة البريميرليج بين مانشستر سيتي وليفربول بالتعادل 2-2. 🔴🔵

مان سيتي في الصدارة بـ 74 نقطة، وليفربول في المركز الثاني بـ 73 نقطة. 🔥⚽"
6337,"أعلنت لجنة الحكام بالاتحاد المصري عن طاقم صربي سيقوم بإدارة مباراة بيراميدز مع سموحة ضمن الجولة 22 لمسابقة الدوري الممتاز التي ستقام في السابعة والنصف من مساء غد بستاد الدفاع الجوي.

ويتكون الطاقم من: نوراك سيموريتش ، دان بيتروفيتش ، بويان بانوفيتش ، ايمولش جورجيتش."
6338,"سيف عيسى بطل مصر في التايكوندو يحقق رقم قياسي لأول مرة في تاريخ مصر 

#أخبار_ONTime https://t.co/NIg0c0r2wq"
6339,"كريستو يصل القاهرة خلال ساعات لإتمام التعاقد رسميا مع الأهلي
#أخبار_ONTime https://t.co/lNOghhVfbA"
6340,"في ختام البطولة العربية.. منتخب الدراجات الأول بـ 36 ميدالية

#أخبار_ONTime https://t.co/4ahgzrp78e"
6341,"المنتخب الوطني يواصل استعداداته لمواجهة ساحل العاج في ثمن نهائي أمم إفريقيا .. وكيروش يحذز النني وعبد المنعم لهذا السبب 👇🇪🇬
#أخبار_ONTime 
#كلنا_ورا_منتخب_مصر https://t.co/7TehL6Afi7"
6342,"""أبرزهم بن شرقي"" الزمالك يبدأ مرحلة التجديد لنجومه .. وكارتيرون يجهز شيكابالا بعد انتهاء فترة الإيقاف ⚪️
#اخبار_ONTime https://t.co/v1CAvkpCv6"
6343,الزمالك يؤجل ملف عودة أوباما انتظاراً لمصير الثلاثى..
6344,"عامر حسين وأبو العلا فى الاجتماع الفنى لمباراة منتخب مصر والنيجر

يحضر عامر حسين، رئيس لجنة المسابقات باتحاد الكرة، الاجتماع الفنى المقرر له السابعة مساء اليوم استعداداً لمباراة الفراعنة والنيجر فى الثامنة مساء غد باستاد برج العرب"
6345,"الثلاثاء.. «فتحي» ينتظم في تدريبات الأهلي

ينتظم أحمد فتحي لاعب كرة القدم بالفريق الأول للنادي الأهلي، في تدريبات الفريق الجماعية عند استئنافها بعد غد الثلاثاء، التي تقام على ملعب التتش بالجزيرة"
6346,الناس اللي زعلانة من التوقف الدولي تتفرج علي الإبداع والسرعة في نهائي الامم الاوروبية  !!!
6347,سبحان الله دلوقتي كيروش مدرب جرئ وبيصنع فريق جديد يارب يفضلوا يقولوا كده اياكانت النتيجه امام الجزاير
6348,النجوم على قرب من عودة تاريخية
6349,"2-وكان الاتحاد الإفريقي قد أعفى منتخب الشباب المصري من دور التصفيات الأول المقرر اقامته في نهاية مارس المقبل ، فيما يقابل في الدور الأخير للتصفيات في حالة تخطي عقبة السنغال الفائز من منتخب الكونغو ومنتخب ( بتسوانا أو ناميبيا ).
يتبع"
6350,"طارق حامد يواصل الغياب عن الزمالك بسبب الإصابة في الركبة 
#أخبار_ONTime https://t.co/6vKwqGMXVO"
6351,"مجلس الإسماعيلي يضاعف مكافأت الفوز لتحفيز اللاعبين بالدوري.. و غزل المحلة يوافق على طلب إبراهيما كونيه السفر إلي بلاده خلال فترة التوقف الدولي
#أخبار_ONTime https://t.co/Eo1MpEMPFg"
6352,"عاجل, إيهاب جلال يعلن إستقالته من تدريب الزمالك بعد الخسارة من المقاصة ،، ويؤكد : القرار لا رجعة فيه."
6353,"كل الناس بتقول ياااارب 😍

#مشوار_بطل"
6354,الأهلى: لا نعلم شيئاً عن ملعب مباراة القمة
6355,"أحمد أبو مسلم: منتخب الشباب يحتاج الفوز حتى لو على حساب الأداء ومباراة نيجيريا صعبة نظرا لقوة المنافس🔥💥.. والأهلي قدم أداء مميز أمام أسوان وتعتبر استعداد جيد قبل مباراة صن داونز✋💪
#أخبار_ONTime https://t.co/7kB7SGUo6S"
6356,"التبديل الاول بنذول اللاعب احمد حمدى وخروج اللاعب مصطفي محمد ....
#بالكأس_راجعين"
6357,موعد مباراتي الدور نصف النهائي لكأس مصر
6358,الحقيقه انت محتاج أمة لا اله الا الله عشان تحاسبلك علي الصفقات مش أمي أنا بس😅
6359,لاعبو المصرى بالكامل في معسكر الفريق ببرج العرب قرار المشاركه امام الاسماعيلي تحدده الاداره بعد التشاور مع معين شعباني
6360,احلي  واجمل واروع صباح عليكم جميعا
6361,"مسعد عوض ينضم للجونة.. تعرف على أبرز أخبار وكواليس دوري القسم التاني 
#أخبار_ONTime https://t.co/QhBkgQKmik"
6362,"المنتخب راحة من التدريبات اليوم وتحذير شديد للاعبين بسبب  الكورونا.. تعرف على آخر أخبار منتخبنا قبل السفر للكاميرون

#أخبار_ONTime https://t.co/wZUNQq1mv9"
6363,أعلن المهندس محمد فرج عامر، رئيس نادي سموحة، تجديد الثقة في الدكتور ميمي عبد الرازق، المدير الفني للفريق الأول لكرة القدم بالنادي السكندري لقيادة الفريق الموسم المقبل
6364,الهدف الاول للريال مدريد عن طريق بيكيه الذى احرزه فى مرماه
6365,الزمالك يقرر عدم التجديد لابوجبل وبن شرقي وطارق حامد وعمر السعيد وسيسيه وغيرهم من اللاعبين
6366,"تشيلسي يعلن تنظيم إفطار مفتوح في شهر رمضان
#أخبار_ONTime https://t.co/njn0aBjqdr"
6367,الحقيقه برافو كيروش باستثناء خطأ وحيد ف التشكيل في البدايه غير كده ادار المباراه بامتياز
6368,"حكام مباريات (السبت) في الأسبوع الثامن عشر للدوري:
الرجاء والمقاولون العرب : محمد الصباحي
مصر المقاصة والاسيوطي : أمين عمر
الاسماعيلي والاتحاد : محمد معروف
النصر وطنطا : محمود عاشور"
6369,الافضل كان استمرار شريف ف الملعب
6370,الحقيقه اختلاف الآراء في التعليقات رائعه ان شاء الله حاخصص حلقة النهارده من ملعب اون علي الموضوعين دول وحاخد جزء كبير من اراءكم وفي انتظار مزيد من الآراء المحترمه
6371,لما النادي الأهلي بيلعب فى أي دولة عربية، هو أكيد بيلعب فى بلده الثاني .. مشكلتنا مش مع الإعلام المغربي و لا الأخوة فى المغرب .. تحفظاتنا كلها على الاتحاد الأفريقي.
6372,كل المعلومات والحصريات النهاردة على ضمانتي متراجعوش ورايا
6373,وصل النجم محمد صلاح، جناح ليفربول الإنجليزي والمنتخب الوطني، إلى القاهرة مساء اليوم، الأربعاء، قادما من العاصمة الإسبانية مدريد
6374,"عمرو الدردير: أزمة القيد في الزمالك يتحملها اللاعب والإدارة السابقة 
#عمرو_وعلاء_مع_سيف"
6375,ماشاء الله الاخ اللي رد بالتويته الغير محترمه واللي مش اعيدها تاني اعتقد ده من الاوائل اللي حيطبق عليهم التعديل الجديد ف القانون يعني ااقلها 5 سنين حبس علي فكره كلامي جد مش هزار
6376,الاهلى يصعد الى دور ال٨ فى كاس مصر بعد تغلبه على الداخلية بهدفين مقابل لا شئ
6377,شهدت الدقيقة 34 فى المباراة التي تجمع الاسماعيلي وبيراميدز، مشادات بين لاعبي الفريقين
6378,"1-أعلنت لجنة الحكام الرئيسية أسماء حكام مباراتي غد (الاثنين) ضمن الأسبوع الخامس والعشرين لدوري القسم الأول، على النحو التالي :
- بتروجت والزمالك : أمين عمر ويعاونه سمير جمال وأحمد توفيق، ومحمد عبد الحافظ حكماً رابعاً، وكل من محمد حسن وسعيد حمزة حكماً خامساً.
يتبع"
6379,"الأهلي يطالب اتحاد الكرة بخطاب رسمي يسمح بمشاركة محمود كهربا أمام سموحة👌👇
#أخبار_ONTime https://t.co/8kXFjvcuo1"
6380,"طارق حامد لاعب نادي الزمالك يقترب من الانتقال للدوري السعودي 

#أخبار_ONTime https://t.co/iup7fJ2wf0"
6381,الفائز من مواجهة  المصري ونهضة بركان سيواجه الفائز من بيراميدز ومازيمبي. ⚽
6382,"مجدي طلبة يوضح رأيه الفني في لقاء الأهلي والمقاصة في دور الـ16 من كأس مصر  
#أخبار_ONTime https://t.co/HvIatzZevy"
6383,موسيماني بيقول لينا أنا صح ورؤيتي صح والمكنة طلعت قماش من أول دقيقة
6384,"""أداما تراوري يقترب من برشلونة وديمبلي يبحث عن حل"".. جولة في الصحافة في العالمية 
#أخبار_ONTime https://t.co/UGv7QnQMjy"
6385,توقعاتي انه بعد ماتش ڤيتا ان الشناوى كابتن الاهلي سيتدخل لمحاولة الصلح بين موسيماني وكهربا طبعا مع الابقاء علي العقوبه ولكن السماح له بالعوده للتدريبات الجماعيه ... مجرد توقع مني فقط لاغير
6386,"رئيس اللجنة الأولمبية الدولية يزور الأهرامات
#أخبار_ONTime https://t.co/SsXIyedP0g"
6387,الاهلى يعتلى صدارة الدورى مؤقتآ بفوز هام على المقاصة بهدفين مقابل هدف ..
6388,"تعليمات خاصة من موسيماني للمدافعين والمهاجمين قبل مواجهة الرجاء
#أخبار_ONTime https://t.co/P2SY3KXg5H"
6389,"اتحاد الكرة يرحب باستقدام «حكام» من أوروبا لـ «مباريات الأهلي»

كشف مصدر مسئول داخل اتحاد الكرة، أن مجلس الجبلاية يرحب بطلب النادي الأهلي، الخاص باستقدام حكام من أوروبا لإدارة مبارياته في بطولة الدوري الممتاز"
6390,الله أكبر أداء رائع من كريم هنداوي وكل الرجالة عاش يا رجالة عاش 🇪🇬👏👏👏
6391,"أسامة خليل المتحدث الرسمي للإسماعيلي يتحدث على أزمة مستحقات اللاعيبة ويوجه رسالة خاصة لـ جماهير الدراويش  
#أخبار_ONTime https://t.co/sFUE5v05nE"
6392,أحمد الأحمر نجم فريق اليد بالزمالك: الزمالك والأهلي يمثلان قوام منتخب اليد
6393,أحمد العدوي حكما للقاء الداخلية ونجوم المستقبل ومحمود بسيوني للانتاج الحربي وإنبي اليوم الجمعة ضمن الجولة 10 للدوري الممتاز
6394,نجح النجم الدولي المصري محمد صلاح لاعب فريق ليفربول الإنجليزي في تسجيل هدف فريقه أمام كارديف سيتي بالمباراة الجارية على ملعب آنفيلد لحساب الجولة العاشرة
6395,سيف زاهر: علي ماهر عمل مباراة كبيرة قدام الأهلي وكان الند بالند
6396,"أبرز تصريحات المدربين خلال المؤتمرات الصحفية التي عقدت اليوم في كأس العالم قطر 2022
#أخبار_ONTime https://t.co/1YrYucactT"
6397,د.٢٠  و التعادل السلبى مستمر بين الاهلى و مصر المقاصة فى مباراة الدورى الممتاز ..
6398,ماشاء الله بطولة امريكا المفتوحه رجال وسيدات من نصيب مصر  مبروك لمصطفي عسل ونوران جوهر وجوه مصريه مشرقه
6399,"المنتخب يخوض مرانه ""كامل العدد"" اليوم في الكويت استعدادا لودية بلجيكا
#أخبار_ONTime https://t.co/tFFyZZkPQj"
6400,يتم تداول خطاب مزور موقع باسم رئيس الاتحاد بخصوص اللاعب محمد صلاح،هذا الخطاب مزور ويرجى عدم الحصول على أي تصريح أو مكاتبات إلا من خلال القنوات الشرعية للاتحاد الذي يحترم كل لاعبيه ويناقش أي طلبات في حدود اللوائح والأعراف ويهمه عدم إثارة أي بلبلة حول المنتخب الوطني
6401,مجموعة الزمالك.. أنباء عن عودة وفاق سطيف إلى دورى الأبطال
6402,"أحمد حسن عن مشاركة مصر بكأس العرب: الجمهور المصري مش هيقبل غير بالوصول لمراحل متقدمة وأداء جيد في البطولة
#أخبار_ONTime https://t.co/3KjbU1If5c"
6403,مصدر مقرب جدا من حمدي النقاز ينفي اي مفاوضات مع نادي الزمالك
6404,أحمد سامي المدير الفني لنادي سموحة: كنا محتاجين فوز المباراة والحمدلله على النتيجة الإيجابية
